DIRECCIÓN,ESQUINA,COLONIA,ALCALDIA,TIPO DE POSTE,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,ESTATUS CONECTIVIDAD
C. CAMPO MATILLAS,C. CAMPO VERDE,FRACC. SAN ANTONIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,200106","19,479879",WIFI GRATUITO_ACTIVO
C. NORTE 45,C. PONIENTE 146,INDUSTRIAL VALLEJO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,157903","19,499911",WIFI GRATUITO_ACTIVO
AV. BIOLOGO MAXIMINO MARTINEZ,C. NORTE 53,SAN SALVADOR XOCHIMANCA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,171575","19,460998",WIFI GRATUITO_ACTIVO
CAMPO VERDE,CAMPO IDOLOS,FRACC. SAN ANTONIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,206325","19,481666",WIFI GRATUITO_ACTIVO
C. RAFAEL ALDUCI,C. FEDERICO MONTES,U. HAB. PRESIDENTE MADERO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,199602","19,494945",WIFI GRATUITO_ACTIVO
AVENIDA CEYLAN,C. PONIENTE 128,INDUSTRIAL VALLEJO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,16935","19,492526",WIFI GRATUITO_ACTIVO
AV. CLAVERIA,C. IGNACIO ALLENDE,CLAVERIA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,179277","19,464475",WIFI GRATUITO_ACTIVO
AV. ANTONIO VALERIANO,C. CIPRES,AMPLIACION DEL GAS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,154215","19,468358",WIFI GRATUITO_ACTIVO
C. PONIENTE 128,C. NORTE 45,BARRIO HAUTLA DE LAS SALINAS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,160248","19,490365",WIFI GRATUITO_ACTIVO
C. CLAVELINAS,C. ALCANFORES,NUEVA STA. MARIA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,163497","19,464401",WIFI GRATUITO_ACTIVO
CALZ. DE LAS ARMAS,AV. AQUILES SERDAN,UNIDAD PEMEX,AZCAPOTZALCO,9m,SIN BOTON,CON ALTAVOZ,"-99,210796","19,50809",WIFI GRATUITO_ACTIVO
C. RIO BLANCO,C. JACARANDAS,AZCAPOTZALCO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,204714","19,506651",WIFI GRATUITO_ACTIVO
C. BENITO JUAREZ,C. LONDRES,SAN ALVARO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,182784","19,460265",WIFI GRATUITO_ACTIVO
CALZ. AZCAPOTZALCO LA VILLA,EJE 4 NORTE ANTIGUA CALZ. DE GUADALUPE,BARRIO SAN MARCOS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,178846","19,489714",WIFI GRATUITO_ACTIVO
AV. CUITLAHUAC,ENTRE C. 10 Y C. 16,PRO HOGAR,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,154495","19,473398",WIFI GRATUITO_ACTIVO
C. HERREROS,ENTRE  C. CULTURA NAHUATL Y C. ALFAREROS (C. CULTURA NAHUATL Y C. SIN NOMBRE),U. H. EL ROSARIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,206566","19,511586",WIFI GRATUITO_ACTIVO
C. HDA. DEL ROSARIO,ENTRE C. HAD. DE SOTELO Y CALZ. DE LAS ARMAS (ENTRE C. MANUEL SALAZAR Y CALZ. DE LAS ARMAS),PRADOS DEL ROSARIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,208592","19,501219",WIFI GRATUITO_ACTIVO
HDA. DE NARVARTE,HDA. LA CASTAÑEDA,PRADOS DEL ROSARIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,206825","19,50335",WIFI GRATUITO_ACTIVO
AV. AZCAPOTZALCO,C. SAN MARCOS,BARRIO LOS REYES,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,185182","19,487061",WIFI GRATUITO_ACTIVO
C. RABAUL,C. FERROCARRIL CENTRAL,UNIDAD HABITACIONAL CUITLAHUAC,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,166843","19,473173",WIFI GRATUITO_ACTIVO
C. PONIENTE 58,C. NORTE 67,OBRERO POPULAR,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,173848","19,464398",WIFI GRATUITO_ACTIVO
CDA. U. H. FERROCARRILERA,RABAUL,U. H. CUITLAHUAC,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,165049","19,472988",WIFI GRATUITO_ACTIVO
AV. JARDIN,C. MINEROS METALURGICOS,MONTE ALTO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,157436","19,480517",WIFI GRATUITO_ACTIVO
AVENIDA CEYLAN,EJE 5 NORTE PONIENTE 140,SANTA BARBARA,AZCAPOTZALCO,9m,SIN BOTON,CON ALTAVOZ,"-99,172198","19,499346",REPORTE DE FALLA
CALZ. RENACIMIENTO,FAJA DE ORO,PETROLERA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,202623","19,485778",WIFI GRATUITO_ACTIVO
C. FERROCARRIL CENTRAL,C. RABAUL,U. H. HOGARES FERROCARRILEROS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,164539","19,473318",WIFI GRATUITO_ACTIVO
PRIV. EL ROSARIO,C. CAMINO REAL,SAN MARTIN XOCHINAHUAC,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,192619","19,498204",WIFI GRATUITO_ACTIVO
AV. DE LAS CULTURAS,C. ALFAREROS,U.H. EL ROSARIO,AZCAPOTZALCO,9m,SIN BOTON,CON ALTAVOZ,"-99,208357","19,508454",WIFI GRATUITO_ACTIVO
AV. TLATILCO,C. JAZMIN,TLATILCO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,164361","19,459116",WIFI GRATUITO_ACTIVO
CALZ. VALLEJO,ENTRE CALLE 21 Y CALLE 23,PRO HOGAR,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,14709","19,47565",WIFI GRATUITO_ACTIVO
AV. CEYLAN,C. PONIENTE 146,INDUSTRIAL VALLEJO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,173892","19,503244",WIFI GRATUITO_ACTIVO
HIDROGENO,ALBAÑILES,U. H. INFONAVIT XOCHINAHUAC,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,201408","19,508959",WIFI GRATUITO_ACTIVO
AV. MIGUEL LERDO DE TEJADA ,C. REY MAXTLA,BARRIO SAN MATEO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,191453","19,48248",WIFI GRATUITO_ACTIVO
C. DE LOS PLANETAS,CASI ESQUINA C. ALMENDROS,U. HAB. EL ROSARIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,203048","19,506597",WIFI GRATUITO_ACTIVO
C. ALFAREROS,ENTRE C. MUSICA Y C. DANZA,AZCAPOTZALCO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,207327","19,510343",WIFI GRATUITO_ACTIVO
C. CAMPO BELLO ,C. CULTURAS GRIEGAS,U. H . INFONAVIT XOCHINAHUAC,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,194032","19,507376",WIFI GRATUITO_ACTIVO
C. CIPACTLI,AV. AQUILES SERDAN,LA PRECIOSA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,193697","19,48873",WIFI GRATUITO_ACTIVO
C. TORONJIL,C. MEJORANA,VICTORIA DE LAS DEMOCRACIAS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,163052","19,467013",WIFI GRATUITO_ACTIVO
XOCHIMANCAS,TOTONACAS,TEZOZOMOC,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,196543","19,490288",WIFI GRATUITO_ACTIVO
C. ALBAÑILES,C. OXIGENO,U.H. EL ROSARIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,203124","19,508596",WIFI GRATUITO_ACTIVO
AV. SANTA APOLONIA,ENTRE C. REY MAXTLA Y AV. FF.CC. NACIONALES,BARRIO DE SANTA LUCIA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,191773","19,478075",WIFI GRATUITO_ACTIVO
C. NORTE 73,AV. AQUILES ELORDUY,JARDIN AZPEITIA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,174355","19,472627",WIFI GRATUITO_ACTIVO
CALZ. AZCAPOTZALCO LA VILLA,ENTRE EJE 4 ANTIGUA CALZADA DE GUADALUPE Y C. TREBOL,BARRIO SAN MARCOS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,179399","19,488526",WIFI GRATUITO_ACTIVO
AV. MANUEL SALAZAR,FRANCISCO SARABIA,PUEBLO SAN JUAN TLIHUACA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,20769","19,490137",WIFI GRATUITO_ACTIVO
AV. UNIDAD CUITLAHUAC,ENTRE AV. UNIDAD CUITLAHUAC Y AV. RABAUL,U. H. CUITLAHUAC,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,170761","19,472996",WIFI GRATUITO_ACTIVO
C. CAMPO FORTUNA NACIONAL,C. CAMPO MOLUCO,FRACC. SAN ANTONIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,204231","19,480566",WIFI GRATUITO_ACTIVO
AV. CEYLAN ,ENTRE C. PONIENTE 140 Y PONIENTE 146,INDUSTRIAL VALLEJO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,173397","19,502069",WIFI GRATUITO_ACTIVO
C. MIMOSAS,AV. AQUILES SERDAN,PASTEROS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,197818","19,494422",WIFI GRATUITO_ACTIVO
C. ALDEBARAN,C. HERREROS,U. HAB. EL ROSARIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,203104","19,514184",WIFI GRATUITO_ACTIVO
C. DURAZNOS,C. PINOS,PASTEROS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,197399","19,496926",WIFI GRATUITO_ACTIVO
AV. DE LAS GRAJAS,ANTIGUA CALZADA DE GUADALUPE,BARRIO DE SANTO TOMAS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,173971","19,486879",WIFI GRATUITO_ACTIVO
C. SEVILLA,C. ANDADOR ARCHIDONA,SAN RAFAEL,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,188493","19,488172",WIFI GRATUITO_ACTIVO
C. CINEMATOGRAFIA,C. ALFAREROS,U. HAB. EL ROSARIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,206229","19,510281",WIFI GRATUITO_ACTIVO
AVENIDA AQUILES SERDAN,C. ZEMPOALTECAS,U. H. LAS TRANCAS,AZCAPOTZALCO,9m,SIN BOTON,CON ALTAVOZ,"-99,196185","19,491586",WIFI GRATUITO_ACTIVO
C. CAMPO ENCANTADO,C. CAMPO ENCANTADO (ENTRE CAMPO VERDE Y EJE 3 NORTE CALZ.,SAN ANTONIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,199627","19,480773",WIFI GRATUITO_ACTIVO
FAJA DE ORO,FRANCITA,PETROLERA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,200173","19,484915",WIFI GRATUITO_ACTIVO
AV. RAFAEL BUELNA,TLAHUICAS,TEZOZOMOC,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,197941","19,488876",WIFI GRATUITO_ACTIVO
C. JOSE MA. ROA BARCENAS,C. 5 DE FEBRERO,OBRERA,CUAUHTEMOC,9m,SIN BOTON,CON ALTAVOZ,"-99,137291","19,411534",WIFI GRATUITO_ACTIVO
CALZ. DE LA NARANJA,ENTRE FRANCISCO SANCHEZ Y CALZ. AHUIZOTA,PUEBLO SANTIAGO AHUIZOTLA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,212053","19,472681",WIFI GRATUITO_ACTIVO
AV. CLAVELINAS,C. PIÑA,NUEVA SANTA MARIA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,170475","19,465576",WIFI GRATUITO_ACTIVO
ABRAHAM SANCHEZ,MACARIO GAXIOLA,SAN PEDRO XALPA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,2134","19,48337",WIFI GRATUITO_ACTIVO
AV. SAUCES,ENTRE C. JACARANDAS Y EJE 4 NTE. AHUEHUETES,PASTEROS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,195903","19,495355",WIFI GRATUITO_ACTIVO
C. YAQUIS,C. ENCARNACION ORTIZ,LA RAZA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,148307","19,463862",WIFI GRATUITO_ACTIVO
C. CASIOPEA,C. HERREROS,U.H. EL ROSARIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,203663","19,512824",WIFI GRATUITO_ACTIVO
AV. DE LAS GRANJAS,C. RABAUL,U.H. PANTACO,AZCAPOTZALCO,9m,SIN BOTON,CON ALTAVOZ,"-99,175326","19,475223",WIFI GRATUITO_ACTIVO
C. SAN JUAN XALPA,AV. BENITO JUAREZ,SAN MARTIN XOCHINAHUAC,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,182585","19,507497",WIFI GRATUITO_ACTIVO
C. 22,C. 21,PRO HOGAR,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,149525","19,475649",WIFI GRATUITO_ACTIVO
C. 5 DE FEBRERO,C. MANUEL CABALLERO,OBRERA,CUAUHTEMOC,9m,CON BOTON,CON ALTAVOZ,"-99,137566","19,40903",WIFI GRATUITO_ACTIVO
AND. 9,C. ZEMPOALTECAS,U.H. MIGUEL HIDALGO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,197949","19,492379",WIFI GRATUITO_ACTIVO
C. BIOLOGIA,C. MATEMATICAS,U. HAB. EL ROSARIO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,207865","19,512114",WIFI GRATUITO_ACTIVO
CALZ. REAL DE SAN MARTIN,C. GASODUCTO,REYNOSA TAMAULIPAS,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,184879","19,496767",WIFI GRATUITO_ACTIVO
C. REFINERIA MINATITLAN,C. CAMPO ARROYO CLARO,BARRIO SAN ANDRES,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,184807","19,492004",WIFI GRATUITO_ACTIVO
AV. LIC. ANDRES HENESTROSA,AV. DE LAS CULTURAS,C. U. MANUEL RIVERA ANAYA CROC 1,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,191746","19,510555",WIFI GRATUITO_ACTIVO
1a. CDA. AQUILES ELORDUY,AQUILES ELORDUY,DEL RECREO,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,186601","19,474207",WIFI GRATUITO_ACTIVO
SERAFÍN OLARTE,ZEMPOALA,INDEPENDENCIA,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,150488","19,380515",WIFI GRATUITO_ACTIVO
EJE 7 SUR MUNICIPIO LIBRE,C. AZORES,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,154573","19,369926",WIFI GRATUITO_ACTIVO
C. SAN BORJA,C. PITAGORAS,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,159678","19,383197",WIFI GRATUITO_ACTIVO
CDA. TIGRE,C. SAN FRANCISCO,DEL VALLE SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,176377","19,369697",WIFI GRATUITO_ACTIVO
VICTOR HUGO,AV. CUMBRES DE MALTRATA,NIÑOS HEROES DE CHAPULTEPEC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,145592","19,384682",WIFI GRATUITO_ACTIVO
PEDRO ROMERO DE TERREROS,ANAXAGORA,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,156971","19,394",WIFI GRATUITO_ACTIVO
C. SAGREDO,C. LOS JUAREZ,SAN JOSE INSURGENTES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,187184","19,370754",WIFI GRATUITO_ACTIVO
C. JOSE ANTONIO TORRES,CALZ. SANTA ANITA,VIADUCTO PIEDAD,IZTACALCO,9m,CON BOTON,CON ALTAVOZ,"-99,134749","19,399131",WIFI GRATUITO_ACTIVO
C. CALLE 13,AVENIDA 3,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,183187","19,390165",WIFI GRATUITO_ACTIVO
C. LUIS CARRACCI,C. POUSSIN,SAN JUAN,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,185207","19,376732",WIFI GRATUITO_ACTIVO
MATIAS ROMERO,UXMAL,LETRAN VALLE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,156723","19,379044",WIFI GRATUITO_ACTIVO
C. 1,AV. 2,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,183463","19,395393",WIFI GRATUITO_ACTIVO
C. SANTIAGO REBULL,C. LOS ECHAVE,MIXCOAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,190302","19,371995",WIFI GRATUITO_ACTIVO
C. SIETE,ENTRE AV. REVOLUCION Y AV. UNO,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,185577","19,392295",WIFI GRATUITO_ACTIVO
C. NUEVA JERSEY,C. LUISIANA,NAPOLES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,178143","19,391065",WIFI GRATUITO_ACTIVO
ASTURIAS,LA CORUÑA,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,139348","19,401621",WIFI GRATUITO_ACTIVO
C. ALABAMA,C. INDIANA,NAPOLES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,179793","19,38932",WIFI GRATUITO_ACTIVO
C. ISABEL LA CATOLICA,EJE 4 SUR XOLA,ALAMOS,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,141582","19,394323",WIFI GRATUITO_ACTIVO
C. JUAN A. INGRES,C. SEBASTIAN DEL PIOMBO,NONOALCO,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,188997","19,382387",WIFI GRATUITO_ACTIVO
CALZ. DE TLALPAN,C. EMPERADORES,PORTALES NORTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,142586","19,365469",WIFI GRATUITO_ACTIVO
C. MERCADERES,AV. REVOLUCION,SAN JOSE INSURGENTES,BENITO JUAREZ,9m,SIN BOTON,CON ALTAVOZ,"-99,188844","19,365695",WIFI GRATUITO_ACTIVO
LUZ SAVIÑON,DR. BARRAGAN,NARVARTE PONIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,148018","19,389569",WIFI GRATUITO_ACTIVO
C. MORAS,C. PARROQUIA,DEL VALLE SUR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,174719","19,370421",WIFI GRATUITO_ACTIVO
SERAFÍN OLARTE,ALEMANIA,INDEPENDENCIA,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,142284","19,379025",WIFI GRATUITO_ACTIVO
C. ALHAMBRA,C. NEVADO,PORTALES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,145359","19,359291",WIFI GRATUITO_ACTIVO
AV. DE LOS MONTES,ENTRE AV. PLUTARCO ELIAS CALLES Y C. MIRAVALLE,PORTALES ORIENTE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,139488","19,36324",WIFI GRATUITO_ACTIVO
AHORRA POSTA,F. MARQUEZ,JOSEFA ORTIZ DE DOMINGUEZ,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,139852","19,388269",WIFI GRATUITO_ACTIVO
C. LOURDES,C. ZACAHUITZCO,MARIA DEL CARMEN,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,138512","19,375505",WIFI GRATUITO_ACTIVO
AV. REPUBLICAS,C. TOKIO,PORTALES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,153432","19,364559",WIFI GRATUITO_ACTIVO
C. BOLIVAR,C. NIGROMANTE Y C. MONOSABIO (AND. JORGE C. ALVARADO),DEL PERIODISTA,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,146271","19,382074",WIFI GRATUITO_ACTIVO
EJE 3 PTE. AMORES,ENTRE CALZ. OBRERO MUNDIAL Y C. MORENA,DEL VALLE,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,16226","19,4003",WIFI GRATUITO_ACTIVO
C. HERA,C. MOSQUETA,CREDITO CONSTRUCTOR,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,180911","19,364655",WIFI GRATUITO_ACTIVO
CDA. MIGUEL NEGRETE,MIGUEL NEGRETE,NIÑOS HEROES DE CHAPULTEPEC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,146309","19,386997",WIFI GRATUITO_ACTIVO
PROL. CANARIAS,AV. 11,SAN SIMON TICUMAC,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,145679","19,376334",WIFI GRATUITO_ACTIVO
C. LUISIANA,C. PENNSYLVANIA,NAPOLES,BENITO JUAREZ,9m,CON BOTON,CON ALTAVOZ,"-99,178752","19,390855",WIFI GRATUITO_ACTIVO
CJON. PORFIRIO DIAZ (6TA CDA),ENTRE AV. ALFREDO V. BONFIL Y AV. H ESC. NAVAL MILITAR,PRESIDENTES EJIDALES 2a. SECC.,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,123269","19,327239",WIFI GRATUITO_ACTIVO
C. CANDELARIA PEREZ,C. NIMES,U. H. OBRERO CTM SECC.  CULHUACAN VII - A (CTM VIII CULHUACAN) ,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,100587","19,320637",WIFI GRATUITO_ACTIVO
CALZ. DE LA VIRGEN,C. ROSA MARIA SEQUEIRA,U.H. SAN FRANCISCO CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,119289","19,319763",WIFI GRATUITO_ACTIVO
CALZ. DE TLALPAN,ENTRE 20 DE AGOSTO Y AV. RIO CHURUBUSCO,SAN DIEGO CHURUBUSCO (COUNTRY CLUB CHURUBUSCO),COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,161244","19,345325",WIFI GRATUITO_ACTIVO
C. EJIDO SANTA URSULA,ENTRE C. EJIDO SAN ANTONIO Y C. EJIDO CULHUACAN,EJIDO DE SAN FRANCISCO CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,125962","19,331245",WIFI GRATUITO_ACTIVO
EXPLANADA DE LA UNIDAD H.,ENTRE TORRE 18 Y 19,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,116821","19,314221",WIFI GRATUITO_ACTIVO
C. ANENECUILCO,10 DE ABRIL,U. H. EMILIANO ZAPATA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,109923","19,316563",WIFI GRATUITO_ACTIVO
AV. CENTENARIO,C. MALITZIN,DEL CARMEN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,16361","19,351958",WIFI GRATUITO_ACTIVO
C. CAHITAS,ENTRE AND. MAYAPAN Y C. TLAHUICAS,CTM CULHUACAN SECC. V,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,115562","19,331057",WIFI GRATUITO_ACTIVO
C. CANTERA,1A CDA. CANTERA,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,158468","19,333816",WIFI GRATUITO_ACTIVO
C. X,ENTRE C. X Y C. W,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,116113","19,313763",WIFI GRATUITO_ACTIVO
AND. DE ZONA DE ESCUELA PANAMERICANA,ENTRE AV LIBERTAD Y ROTONDA COLONIAL,PEDREGAL DE CARRASCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,168049","19,305548",WIFI GRATUITO_ACTIVO
C. CHICHIMECAS,ENTRE C. REY TEPALCATZIN Y C. IZTACCIHUATL,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,159785","19,319241",WIFI GRATUITO_ACTIVO
QUAUHNICOL,CALMECAC,ADOLFO RUIZ CORTINES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,146126","19,320834",WIFI GRATUITO_ACTIVO
C. J. B. ORANCA,C. NUEVE,PRADOS DE COYOACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,137099","19,322911",WIFI GRATUITO_ACTIVO
C. VICENTE GARCIA TORRES,ENTRE AV. HIDALGO Y CDA. VICENTE GARCIA TORRES,BARRIO SAN LUCAS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,156115","19,349692",WIFI GRATUITO_ACTIVO
CJON. TEPEHUANES,AND. PASEO DE LOS FUNDADORES AZTECAS,CTM CULHUACAN ,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,111361","19,322196",WIFI GRATUITO_ACTIVO
C. FRANCISCO SOSA,C. MELCHOR OCAMPO,DEL CARMEN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,170489","19,349374",WIFI GRATUITO_ACTIVO
AV. VICTORIA,CJON. PROGRESO,COPILCO EL BAJO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,187982","19,339948",WIFI GRATUITO_ACTIVO
DAKOTA,ESCOCIA,PARQUE SAN ANDRES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,145971","19,347892",WIFI GRATUITO_ACTIVO
C. CERRO DE GUADALUPE,C. CERRO GORDO,CAMPESTRE CHURUBUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,132854","19,349403",WIFI GRATUITO_ACTIVO
C. ABASOLO,ENTRE C. MALITZIN Y C. XICOTENCATL,EL CARMEN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,160744","19,353219",WIFI GRATUITO_ACTIVO
C. MANUEL CAMPOS,C. ETA,U. H. MONTE DE PIEDAD,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,172734","19,344673",WIFI GRATUITO_ACTIVO
