DIRECCIÓN,ESQUINA,COLONIA,ALCALDIA,TIPO DE POSTE,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,ESTATUS CONECTIVIDAD
CALZ. DE LAS BOMBAS,1ER. AND. DE STO. TOMAS,U. H. CTM CULHUACAN SECC. X,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,109844","19,310455",WIFI GRATUITO_ACTIVO
C. SAN RAUL,C. SAN CASTULO,PEDREGAL DE SANTA URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,150206","19,313095",WIFI GRATUITO_ACTIVO
C. CERRO ZACAYUCA,CALZ. TAXQUEÑA,CAMPESTRE CHURUBUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,139053","19,341076",WIFI GRATUITO_ACTIVO
C. ROSARIO CASTELLANOS,ENTRE FRANCISCA GARCIA BATLE Y DOLORES GUERRERO,CTM CULHUACAN SECC. VIII,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,103638","19,317892",WIFI GRATUITO_ACTIVO
C. MERCEDES ABREGO,ENTRE AV. SANTA ANA Y MARIQUITA SANCHEZ,CTM CULHUACAN SECC. VI,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,116795","19,327236",WIFI GRATUITO_ACTIVO
C. COYAMEL,C. TLAMATECA,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,170967","19,335234",WIFI GRATUITO_ACTIVO
AND. VICENTE GUERRERO,AND. 18 MANUELA SAENZ,U. H. OBRERO CTM SECC. CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,115781","19,324778",WIFI GRATUITO_ACTIVO
C. MIGUEL HIDALGO,C. SANTA ANA,SAN FRANCISCO CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,120432","19,334902",WIFI GRATUITO_ACTIVO
MANUELA CAÑIZARES,ENTRE 1a. CDA. DE MANUELA CAÑIZARES Y 2a CDA. DE M. CAÑIZARES,CULHUACAN X _  A,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,11724","19,321856",WIFI GRATUITO_ACTIVO
PROL. MOCTEZUMA,ENTRE C. TECUALIPAN Y C. MOCTEZUMA,BARRIO CUADRANTE DE SAN FRANCISCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,167704","19,342111",WIFI GRATUITO_ACTIVO
C. EJIDO SAN MIGUEL XICALCO,C. HEROES DE PADIERNA,EJIDO DE SAN FRANCISCO CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,122305","19,33028",WIFI GRATUITO_ACTIVO
AV. 16 DE SEPTIEMBRE,CDA. CAPULIN,PUEBLO CONTADERO,CUAJIMALPA,9m,CON BOTON,CON ALTAVOZ,"-99,299967","19,347234",WIFI GRATUITO_ACTIVO
C. PUERTO DE MAZATLAN,C. PUERTO DE TUXPAN,AMPLIACION CASAS ALEMAN,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,08132","19,477777",WIFI GRATUITO_ACTIVO
CALZ. SAN ANTONIO ABAD,EJE 2 SUR AV. DEL TALLER,PAULINO NAVARRO,CUAUHTEMOC,9m,CON BOTON,SIN ALTAVOZ,"-99,134721","19,413099",WIFI GRATUITO_ACTIVO
AV. ESTADO DE MEXICO,AV. TECNOLOGICO,DEL BOSQUE,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,143406","19,547815",WIFI GRATUITO_ACTIVO
C. LUCIO BLANCO,AV. SAN MIGUEL,SAN MIGUEL CUAUTEPEC EL ALTO,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,136592","19,560014",WIFI GRATUITO_ACTIVO
C. 16 DE SEPTIEMBRE,CDA. VASCO DE QUIROGA,PUEBLO SANTIAGO ATZACOALCO,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,094976","19,497017",WIFI GRATUITO_ACTIVO
C. BLASBALCARSEL,C. LUIS DE LA ROSA,CONSTITUCION DE LA REPUBLICA,GUSTAVO A. MADERO,9m,CON BOTON,CON ALTAVOZ,"-99,098435","19,48259",WIFI GRATUITO_ACTIVO
PERIFERICO,C. RODOLFO MENDEZ,CTM ATZACOALCO,GUSTAVO A. MADERO,9m,SIN BOTON,CON ALTAVOZ,"-99,099444","19,506498",WIFI GRATUITO_ACTIVO
C. SOSTENES ROCHA,C. SUR 124,COVE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,199949","19,40101",WIFI GRATUITO_ACTIVO
C. HERMENEGILDO GALEANA,AV. GUSTAVO DIAZ ORDAZ,JALALPA TEPITO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,229625","19,379031",WIFI GRATUITO_ACTIVO
PROL. C. 2,C. SUR 112,TOLTECA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,195177","19,392233",WIFI GRATUITO_ACTIVO
C. GENERAL ANTONIO ROSALES,ENTRE AV. VASCO DE QUIROGA Y PROL. CILANTRO,TLAPECHICO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,246036","19,379115",WIFI GRATUITO_ACTIVO
CARR. A SANTA ROSA,ENTRE C. LA ESCONDIDA Y C. STA. ROSA,PUEBLO SAN BARTOLO AMEYALCO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,286867","19,332297",WIFI GRATUITO_ACTIVO
C. BATALLON DE SAN PATRICIO,C. 10,CRISTO REY,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,200609","19,390476",WIFI GRATUITO_ACTIVO
C. JACARANDAS,C. CLAVELES,TLAPECHICO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,240292","19,378999",WIFI GRATUITO_ACTIVO
C. GENERAL ANAYA,AV. CENTENARIO,MERCED GOMEZ,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,197732","19,365982",WIFI GRATUITO_ACTIVO
C. VICENTE GUERRERO,CAMINO A MIXCOAC,PUEBLO SAN BARTOLO AMEYALCO,ALVARO OBREGON,9m,SIN BOTON,CON ALTAVOZ,"-99,277463","19,329234",WIFI GRATUITO_ACTIVO
C. ARAUCARIA,C. OYAMEL,GARCIMARRERO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,236443","19,365535",WIFI GRATUITO_ACTIVO
AV. JALALPA SUR,C. PTE. FORTIN,JALALPA EL GRANDE 1er. REACOMODO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,238502","19,371846",WIFI GRATUITO_ACTIVO
AV. CENTENARIO,ENTRE AND. JURA Y AND. SINALOA,VALENTIN GOMES FARIAS (TEPEACA),ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,234687","19,357848",WIFI GRATUITO_ACTIVO
AV. PRINCIPAL,C. GAVILAN,LAS GOLONDRINAS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,213441","19,377874",WIFI GRATUITO_ACTIVO
C. ROMULO O´FARRIL,ENTRE CALZ. LAS AGUILAS Y C. ALFONSO CASO ANDRADE,PILARES AGUILAS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,214468","19,354374",WIFI GRATUITO_ACTIVO
AV. CAÑADA REAL,C. CAÑADA ROSQUIN,LA CAÑADA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,224939","19,38289",WIFI GRATUITO_ACTIVO
C. HENEQUEN,C. BONDOJITO,LAS PALMAS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,210269","19,398994",WIFI GRATUITO_ACTIVO
CDA. PUERTO MADERO,C. PUERTO MADERO,AMP. PILOTO ADOLFO LOPEZ MATEOS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,232012","19,370393",WIFI GRATUITO_ACTIVO
1ra CDA. SAN JOSE,CALZ. OLIVAR DE LOS PADRES (AV. TOLUCA),SAN JOSE DEL OLIVAR,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,238209","19,336776",WIFI GRATUITO_ACTIVO
C. PROGRESO,C. GALEANA,PUEBLO SANTA FE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,23946","19,38304",WIFI GRATUITO_ACTIVO
C. ROSA VENUS,AV. ROSA VULCANO,MOLINO DE ROSAS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,202104","19,371361",WIFI GRATUITO_ACTIVO
C. BRASILEÑOS,CAMINO A SANTA FE,TACUBAYA DE MARTINEZ,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,214221","19,38789",WIFI GRATUITO_ACTIVO
C .PARALELA 7 ,C. PLOMO,LOMAS DE SANTO DOMINGO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,202903","19,39364",WIFI GRATUITO_ACTIVO
C. PUERTO KINO,C. JOBOREBAMPO,PILOTO ADOLFO LOPEZ MATEOS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,233515","19,370311",WIFI GRATUITO_ACTIVO
AV. CENTENARIO,ENTRE C. CHIAPAS Y AND. QUERETARO,REACOMODO GOMEZ,ALVARO OBREGON,9m,SIN BOTON,CON ALTAVOZ,"-99,233132","19,358685",WIFI GRATUITO_ACTIVO
C. A. RUIZ CORTINES,ENTRE C. ADOLFO LOPEZ MATEOS Y C. ADOLFO DE LA  HUERTA,PRESIDENTES,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,221453","19,377612",WIFI GRATUITO_ACTIVO
EJE 10 SUR RIO DE LA MAGDALENA,C. MELCHOR OCAMPO,TIZAPAN,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,201539","19,335732",WIFI GRATUITO_ACTIVO
C. ROMULO O´FARRIL,ENTRE CALZ. LAS AGUILAS Y AV. LUZ Y FUERZA,LAS AGUILAS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,215449","19,355044",WIFI GRATUITO_ACTIVO
C. CHINAMECAS,C. JALTIPAN,ZENON DELGADO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,214586","19,388361",WIFI GRATUITO_ACTIVO
C. ALDAMA No. 1,C. SAN DIEGO, PUEBLO SAN BARTOLO AMEYALCO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,272295","19,329203",WIFI GRATUITO_ACTIVO
BLVD. ADOLFO LOPEZ MATEOS,C. SANTA CATARINA,SAN ANGEL INN,ALVARO OBREGON,9m,SIN BOTON,CON ALTAVOZ,"-99,20107","19,349271",WIFI GRATUITO_ACTIVO
C. ROSA ROJA,C. ROSA DE CASTILLA,MOLINO DE ROSAS (ALFONSO XIII),ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,19981","19,374449",WIFI GRATUITO_ACTIVO
C. JUAN SIN MIEDO,C. BARRANCA DEL TECOLOTE,OLIVAR DEL CONDE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,213931","19,374408",WIFI GRATUITO_ACTIVO
C. DIEGO DE ORDAZ,AV. VASCO DE QUIROGA,ALVARO OBREGON,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,233796","19,383555",WIFI GRATUITO_ACTIVO
C. DEL TRABAJO,C. HIDALGO,SAN BARTOLO AMEYALCO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,258317","19,322448",WIFI GRATUITO_ACTIVO
CALZ. DE LOS CORCELES,C. DEL CORRIDO,COLINAS DEL SUR,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,225836","19,366038",WIFI GRATUITO_ACTIVO
AV. VASCO DE QUIROGA,C. A,PEÑA BLANCA,ALVARO OBREGON,9m,SIN BOTON,CON ALTAVOZ,"-99,26105","19,371119",WIFI GRATUITO_ACTIVO
C. HERMENEGILDO GALEANA,C. CORREGIDORA,PUEBLO SANTA FE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,240721","19,383076",WIFI GRATUITO_ACTIVO
C. MAR,CALZ. LAS AGUILAS,AMPLIACION LOS ALPES,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,212125","19,358223",WIFI GRATUITO_ACTIVO
C. SAN SEBASTIAN,ENTRE CJON. ANGELO Y C. SANTA,CHIMALISTAC,ALVARO OBREGON,9m,SIN BOTON,SIN ALTAVOZ,"-99,183386","19,346967",WIFI GRATUITO_ACTIVO
 C. MIGUEL HIDALGO,CDA. HIDALGO,PUEBLO SAN BARTOLO AMEYALCO ,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,269783","19,328719",WIFI GRATUITO_ACTIVO
MANZANA 24 GRUPO 8,MANZANA 4 GRUPO 9,U. H. IMSS SANTA FE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,206658","19,388474",WIFI GRATUITO_ACTIVO
AV. REVOLUCION,ANTIGUO CAMINO AL DESIERTO DELOS LEONES,TLACOPAC,ALVARO OBREGON,9m,CON BOTON,SIN ALTAVOZ,"-99,190653","19,348441",WIFI GRATUITO_ACTIVO
C. CAÑA VERDE (ANTES C. FRANCISCO GONZALEZ BOCANEGRA),C. PASO SANTA ISABEL,2a. SECC. LA CAÑADA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,226195","19,382851",WIFI GRATUITO_ACTIVO
AV. 29 DE OCTUBRE,C. DEL TRABAJO,LOMAS DE LA HERA (LA ERA),ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,260443","19,324658",WIFI GRATUITO_ACTIVO
AV. DE LOS FRESNOS,CDA. VIOLETA (ENTRE CDA. FRESNO Y CDA. VIOLETA ),AMPL. TORRES DEL POTRERO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,242421","19,329731",WIFI GRATUITO_ACTIVO
C. ZACUA,C. ALBATROS,AVE REAL,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,238565","19,361605",WIFI GRATUITO_ACTIVO
C. BAJA CALIFORNIA,AV. MEXICO,U. H. EL PIRUL,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,218548","19,382057",WIFI GRATUITO_ACTIVO
C. MIGUEL HIDALGO,C. GREGORIO LOPEZ,PUEBLO SANTA FE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,241781","19,38319",WIFI GRATUITO_ACTIVO
AV. SAN ISIDRO ALTO LERMA,ENTRE C. MOCTEZUMA Y C. SAN ISIDRO,PUEBLO SANTA LUCIA (CORPUS CHRISTI),ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,24704","19,358547",WIFI GRATUITO_ACTIVO
CDA. LIC. FRANCISCO BENITEZ,AV. QUERETARO,PROGRESO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,209466","19,337367",WIFI GRATUITO_ACTIVO
CAMINO REAL A TOLUCA,PARALELA 7,JOSE MA. PINO SUAREZ,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,201131","19,390964",WIFI GRATUITO_ACTIVO
C. NEPTUNO,C. CHICAGO,REACOMODO EL CUERNITO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,208354","19,381517",WIFI GRATUITO_ACTIVO
AV. MINAS,C. NICANOR ARVIDE,ALVARO OBREGON,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,200529","19,382248",WIFI GRATUITO_ACTIVO
C. SANTA ESCUELA,C. INDEPENDENCIA,LA ANGOSTURA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,232538","19,332805",WIFI GRATUITO_ACTIVO
AV. ANTIGUA VIA LA VENTA,C. MILANESES,U. HAB. LOMAS DE BECERRA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,201807","19,386193",WIFI GRATUITO_ACTIVO
C. SAN JACINTO,C. FRONTERA,SAN ANGEL,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,191608","19,344722",WIFI GRATUITO_ACTIVO
AV. INSURGENTES SUR,AV. DE LA PAZ,CHIMALISTAC,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,187324","19,347516",WIFI GRATUITO_ACTIVO
C. EL CHICO,C. HUICHAPAN DE LEON,AMPLIACION HIDALGO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,209145","19,397769",WIFI GRATUITO_ACTIVO
CTO PLATEROS,RIO MIXCOAC OTE.,LOMAS DE PLATEROS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,205517","19,367668",WIFI GRATUITO_ACTIVO
C. GUIJAS,AV. ALTA TENSION,U.H. LOMA DE PLATEROS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,203428","19,368412",WIFI GRATUITO_ACTIVO
EDIF. F 18 SECC. F FRANCISCO P. MIRANDA,ENTRE CIRCUITO 1 Y CIRCUITO 2,LOMAS DE PLATEROS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,199768","19,367166",WIFI GRATUITO_ACTIVO
ERNESTO URUCHURTU,AV. SANTA LUCIA,OLIVAR DEL CONDE 2da SECC.,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,213354","19,371853",WIFI GRATUITO_ACTIVO
AV. LOMAS DE PLATEROS,ENRIQUE CABRERA,MERCED GOMEZ,ALVARO OBREGON,9m,SIN BOTON,CON ALTAVOZ,"-99,195182","19,369159",WIFI GRATUITO_ACTIVO
C. JOSE MARIA  DE TERESA No. 107,C. LEON FELIPE,TLACOPAC,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,191572","19,352105",WIFI GRATUITO_ACTIVO
C. MORELOS,C. IGNACIO LOPEZ RAYON,PUEBLO SANTA LUCIA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,254504","19,356977",WIFI GRATUITO_ACTIVO
GÓMEZ FARIAS,AV. PRESIDENTE BENITO JUÁREZ,LIBERALES DE 1857,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,213089","19,392872",WIFI GRATUITO_ACTIVO
AV. LA CURVA,AV. CAMINO REAL A TOLUCA,JOSE MA. PINO SUAREZ,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,20232","19,390597",WIFI GRATUITO_ACTIVO
C. EISENHOWER,C. KENNEDY,AMPLIACION PRESIDENTES,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,224345","19,375733",WIFI GRATUITO_ACTIVO
AV. TAMAULIPAS,C. SANTA ANITA,CORPUS CRISTI,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,247831","19,363239",WIFI GRATUITO_ACTIVO
C. REY CUAUHTEMOC,AV. REVOLUCION,SAN ANGEL,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,190562","19,342265",WIFI GRATUITO_ACTIVO
AV. MINERVA,ENTRE C. IZTACCIHUATL Y C. MANGO,FLORIDA,ALVARO OBREGON,9m,SIN BOTON,CON ALTAVOZ,"-99,178802","19,360292",WIFI GRATUITO_ACTIVO
GOLONDRINA BLANCA,GOLONDRINA VIAJERA,LAS GOLONDRINAS 1RA SECCION,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,210363","19,381035",WIFI GRATUITO_ACTIVO
C. PTO. JUAREZ,ENTRE C. PTO. AQUILES SERDAN Y PTO. VILLA,AMPL. PILOTO ADOLFO LOPEZ MATEOS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,229962","19,369991",WIFI GRATUITO_ACTIVO
C. PRESA,C. RIO CHICO,PUEBLO ATIZAPAN,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,195916","19,341147",WIFI GRATUITO_ACTIVO
C. FLOR DE SAN JUAN,C. FLOR DE DELFINO,TORRES DEL POTRERO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,256856","19,329011",WIFI GRATUITO_ACTIVO
C. ALTO LERMA (AV. SAN ISIDRO),C. SAN LUIS (ENTRE C. SAN LUIS Y C. ALTO LERMA ),CORPUS CHRISTI,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,246413","19,359709",WIFI GRATUITO_ACTIVO
C. PINO,C. POLVORA,PUEBLO SANTA FE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,235308","19,384131",WIFI GRATUITO_ACTIVO
C. PASEO DE LAS PALMILLAS,AV. VASCO DE QUIROGA,LA MEXICANA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,23165","19,3836",WIFI GRATUITO_ACTIVO
AV. TECOLALCO,C. JOAQUIN CAPILLA,TECOLALCO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,237574","19,37863",WIFI GRATUITO_ACTIVO
AV. TOLUCA No. 730 ,ENTRE C. MIMOSA Y C. OLIVARITO ,PUEBLO TETELPAN,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,236489","19,337306",WIFI GRATUITO_ACTIVO
C. REAL DE GUADALUPE,C. ACUEDUCTO DE GUADALUPE,PUEBLO SANTA ROSA XOCHIAC,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,284823","19,325216",WIFI GRATUITO_ACTIVO
CDA. CENTENARIO,C. 1,HERON PROAL,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,230871","19,359004",WIFI GRATUITO_ACTIVO
AV. 5 DE MAYO,TACUBA,MERCED GOMEZ,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,198919","19,365047",WIFI GRATUITO_ACTIVO
MANZANA 1 GRUPO 1,MANZANA 1 GRUPO 4,U. H. IMSS SANTA FE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,202992","19,388994",WIFI GRATUITO_ACTIVO
ZENZONTLE,FELIPE ANGELES,BELLAVISTA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,192097","19,395265",WIFI GRATUITO_ACTIVO
AND. 1,C. GUSTAVO DIAZ ORDAZ,AMPL. JALALPA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,232787","19,377418",WIFI GRATUITO_ACTIVO
C. OLIVO,C. BALCONES,PUEBLO TETELPAN,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,226188","19,342624",WIFI GRATUITO_ACTIVO
C. ROSA BENGALA,C. ROSA NAUTICA,AMPLIACION MOLINO DE ROSAS,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,200377","19,37034",WIFI GRATUITO_ACTIVO
C. GUADALUPE VICTORIA,C. CORREGIDORA,PUEBLO SANTA LUCIA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,253055","19,358975",WIFI GRATUITO_ACTIVO
CALZ. LAS AGUILAS,C. AGAMENON,VILLA VERDUM,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,251907","19,34149",WIFI GRATUITO_ACTIVO
AV. REVOLUCION,ENTRE C. MANUEL CASTRO PADILLA Y C. MACEDONIO ALCALA SAGREDO,LOS ALPES,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,18924","19,361782",WIFI GRATUITO_ACTIVO
BENVENUTO CELLINI,ALFONSO CANO,ALFONSO XIII,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,194967","19,376518",WIFI GRATUITO_ACTIVO
C. PUENTE DE IXTLA,ENTRE C. PUENTE METLAC Y C. RIO NAZAS,PUENTE COLORADO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,229977","19,347433",WIFI GRATUITO_ACTIVO
AV. ROMULO O´FARRIL,C. BARRANCA DE PILARES,AGUILAS PILARES,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,202779","19,354781",WIFI GRATUITO_ACTIVO
C. JAZMIN,AND. 1,EL PIRUL,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,240054","19,378641",WIFI GRATUITO_ACTIVO
AV. VASCO DE QUIROGA,ENTRE C. ACAYUCAN Y CDA. RAUL ZARATE MACHUCA,LOMAS DE SANTA FE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,222106","19,387103",WIFI GRATUITO_ACTIVO
INFORME DE GOBIERNO,AND. 13 DE SEPTIEMBRE,LA CONCHITA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,208859","19,391482",WIFI GRATUITO_ACTIVO
C. HERMENEGILDO GALEANA ,ENTRE CJON . ATLAMAYA Y CJON. TEXCOCOPA,ALTAVISTA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,19993","19,346479",WIFI GRATUITO_ACTIVO
EJE 10 SUR AV. SAN JERONIMO,ENTRE C. FRATERNIDAD Y CDA. CANOA,LA OTRA BANDA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,201715","19,333335",WIFI GRATUITO_ACTIVO
AV. ANTIGUA VIA A LA VENTA,AV. ESCUADRÓN 201,U. HAB. LOMAS DE BECERRA,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,200127","19,386415",WIFI GRATUITO_ACTIVO
C. EMBOCADURA,C. RIVERA,AMPL. LOS ALPES,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,209971","19,355794",WIFI GRATUITO_ACTIVO
MERCURIO,AND. URANO,REACOMODO EL CUERNITO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,207565","19,382389",WIFI GRATUITO_ACTIVO
C. JUAREZ,C. REFORMA,PROGRESO,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,204197","19,336081",WIFI GRATUITO_ACTIVO
AV. JALAPA NORTE,C. PERAL,JALALPA EL GRANDE,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,240927","19,370676",WIFI GRATUITO_ACTIVO
C. RAFAEL CHECA,ENTRE C. FRAY BARTOLOME DE LAS CASAS Y C. ACUEDUCTO,SANTA ROSA XOCHIAC,ALVARO OBREGON,9m,CON BOTON,CON ALTAVOZ,"-99,28409","19,32746",WIFI GRATUITO_ACTIVO
AV. JOSÉ F. GUTIERREZ,OTOÑO,ANGEL ZIMBRON,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,188869","19,467718",WIFI GRATUITO_ACTIVO
C. CIPRES,C. CUAUHTEMOC,LIBERACION,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,15372","19,470378",WIFI GRATUITO_ACTIVO
C. 1,C. 24,ALDANA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,149885","19,46885",WIFI GRATUITO_ACTIVO
2a PRIVADA DE ROSAS MORENO,C. EMILIO CARRANZA,PUEBLO SANTIAGO AHUIZOTLA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,212981","19,479726",WIFI GRATUITO_ACTIVO
FRACISCO SANCHEZ,NARCISO TORRES,PUEBLO SANTIAGO AHUIZOTLA,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,212197","19,475408",WIFI GRATUITO_ACTIVO
AV. CENTRAL,C. KIOKA,EUZKADI,AZCAPOTZALCO,9m,CON BOTON,CON ALTAVOZ,"-99,160946","19,476914",WIFI GRATUITO_ACTIVO
